,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,0.0,1780655849,600421044,,Prir,273590613,Best of Previous Generation,,
1,1.0,1.0,1.0,1780655849,600421044,,Vuk,685569125,Best of Previous Generation,,
2,2.0,2.0,2.0,1780655849,600421044,,Dreanu,434741145,Best of Previous Generation,,
3,3.0,3.0,3.0,1780655849,600421044,,Badad,511119631,Best of Previous Generation,,
4,4.0,4.0,4.0,1780655849,600421044,,Ela,774098291,Best of Previous Generation,,
5,5.0,5.0,5.0,1780655849,600421044,,Staviz,56805562,Best of Previous Generation,,
6,6.0,6.0,6.0,1780655849,600421044,,Uqiw,815760162,Best of Previous Generation,,
7,7.0,7.0,,1780655851,393068724,6014115.0,Ecez,805064712,Mutation,774098291.0,
8,8.0,8.0,,1780655851,393068724,8416778.0,Leafot,296732603,Mutation,774098291.0,
9,9.0,9.0,,1780655851,393068724,8605602.0,Diojo,995400624,Mutation,511119631.0,
10,10.0,10.0,,1780655851,393068724,8160426.0,Warup,234873772,Mutation,570314427.0,
11,11.0,11.0,,1780655851,393068724,3776552.0,Irouz,657189812,Mutation,570314427.0,
12,12.0,12.0,,1780655851,393068724,4946783.0,Sipov,373728272,Mutation,570314427.0,
13,13.0,13.0,,1780655851,393068724,77869.0,Craez,8595454,Mutation,570314427.0,
14,14.0,14.0,,1780655851,393068724,846978.0,Kum,743457359,Mutation,685569125.0,
15,15.0,15.0,,1780655851,393068724,1515172.0,Juc,113659060,Mutation,511119631.0,
16,16.0,16.0,,1780655851,393068724,448511.0,Zep,21598093,Mutation,56805562.0,
17,17.0,17.0,,1780655851,393068724,2434376.0,Edion,100716636,Mutation,56805562.0,
18,18.0,18.0,,1780655851,393068724,8007071.0,Aha,174891707,Mutation,774098291.0,
19,19.0,19.0,,1780655851,393068724,2451846.0,Names,391384680,Mutation,273590613.0,
20,20.0,20.0,,1780655851,393068724,5153607.0,Draj,315470076,Mutation,511119631.0,
21,21.0,21.0,,1780655851,393068724,6886779.0,Xog,190205870,Mutation,511119631.0,
22,22.0,22.0,,1780655851,393068724,3904391.0,Ayic,887569536,Mutation,774098291.0,
23,23.0,23.0,,1780655851,393068724,4955562.0,Eqi,456783219,Mutation,815760162.0,
24,24.0,24.0,,1780655851,393068724,4381236.0,Prevo,640691731,Mutation,273590613.0,
25,25.0,25.0,,1780655851,393068724,487711.0,Exi,510972117,Mutation,774098291.0,
26,26.0,26.0,,1780655851,393068724,4772331.0,Opioh,309672765,Mutation,511119631.0,
27,27.0,27.0,,1780655851,393068724,8526113.0,Stix,315874198,Mutation,56805562.0,
28,28.0,28.0,,1780655851,393068724,4854882.0,Jesep,286013437,Mutation,570314427.0,
29,29.0,29.0,,1780655851,393068724,1752947.0,Zen,642125081,Mutation,570314427.0,
30,30.0,30.0,,1780655851,393068724,5943859.0,Carud,493155274,Mutation,56805562.0,
31,31.0,31.0,,1780655851,393068724,9319745.0,Nezi,685622372,Mutation,570314427.0,
32,32.0,,,1780655852,176946011,98890869.0,Prir,273590613,Crossover,273590613.0,511119631.0
33,33.0,,,1780655852,176946011,280897922.0,Ela,774098291,Crossover,774098291.0,815760162.0
34,34.0,,,1780655852,176946011,968021647.0,Prir,273590613,Crossover,273590613.0,815760162.0
35,35.0,,,1780655852,176946011,720073325.0,Fruiyu,202240887,Crossover,685569125.0,273590613.0
36,36.0,,,1780655852,176946011,719810614.0,Badad,511119631,Crossover,511119631.0,56805562.0
37,37.0,,,1780655852,176946011,583771239.0,Afi,578076550,Crossover,434741145.0,774098291.0
38,38.0,,,1780655852,176946011,218712308.0,Nawe,412205992,Crossover,434741145.0,815760162.0
39,39.0,,,1780655852,176946011,979841255.0,Badad,511119631,Crossover,511119631.0,273590613.0
40,40.0,,,1780655852,176946011,117580761.0,Craijid,616749234,Crossover,774098291.0,815760162.0
41,41.0,,,1780655852,176946011,473363159.0,Uqiw,815760162,Crossover,815760162.0,774098291.0
42,42.0,,,1780655852,176946011,308172522.0,Prir,273590613,Crossover,273590613.0,511119631.0
43,43.0,,,1780655852,176946011,582760180.0,Staviz,56805562,Crossover,56805562.0,434741145.0
44,44.0,,,1780655852,176946011,374212445.0,Uye,482187890,Crossover,774098291.0,685569125.0
45,45.0,,,1780655852,176946011,442835483.0,Ecioj,619769964,Crossover,273590613.0,685569125.0
