,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,0.0,1780667252,304426471,,Badad,511119631,Best of Previous Generation,,
1,1.0,1.0,1.0,1780667252,304426471,,Trepu,853509209,Best of Previous Generation,,
2,2.0,2.0,2.0,1780667252,304426471,,Oyaek,786237920,Best of Previous Generation,,
3,3.0,3.0,3.0,1780667252,304426471,,Uneap,356639933,Best of Previous Generation,,
4,4.0,4.0,4.0,1780667252,304426471,,Draegem,984684152,Best of Previous Generation,,
5,5.0,5.0,5.0,1780667252,304426471,,Drouz,28669166,Best of Previous Generation,,
6,6.0,6.0,6.0,1780667252,304426471,,Oraeq,718213608,Best of Previous Generation,,
7,7.0,7.0,7.0,1780667252,304426471,,Frexok,698587001,Best of Previous Generation,,
8,8.0,8.0,8.0,1780667252,304426471,,Ibah,193948832,Best of Previous Generation,,
9,9.0,9.0,9.0,1780667252,304426471,,Badad,511119631,Best of Previous Generation,,
10,10.0,10.0,10.0,1780667252,304426471,,Baehiw,138336316,Best of Previous Generation,,
11,11.0,11.0,11.0,1780667252,304426471,,Badad,511119631,Best of Previous Generation,,
12,12.0,12.0,12.0,1780667252,304426471,,Guqu,94330756,Best of Previous Generation,,
13,13.0,13.0,13.0,1780667252,304426471,,Gow,995640518,Best of Previous Generation,,
14,14.0,14.0,14.0,1780667252,304426471,,Kum,743457359,Best of Previous Generation,,
15,15.0,15.0,15.0,1780667252,304426471,,Rema,125956545,Best of Previous Generation,,
16,16.0,16.0,16.0,1780667252,304426471,,Rek,938625126,Best of Previous Generation,,
17,17.0,17.0,17.0,1780667252,304426471,,Kum,743457359,Best of Previous Generation,,
18,18.0,18.0,18.0,1780667252,304426471,,Gow,995640518,Best of Previous Generation,,
19,19.0,19.0,19.0,1780667252,304426471,,Badad,511119631,Best of Previous Generation,,
20,20.0,20.0,20.0,1780667252,304426471,,Joumer,975260,Best of Previous Generation,,
21,21.0,21.0,21.0,1780667252,304426471,,Feda,489412911,Best of Previous Generation,,
22,22.0,22.0,22.0,1780667252,304426471,,Beani,548982522,Best of Previous Generation,,
23,23.0,23.0,23.0,1780667252,304426471,,Brisiw,253729876,Best of Previous Generation,,
24,24.0,24.0,24.0,1780667252,304426471,,Kum,743457359,Best of Previous Generation,,
25,25.0,25.0,,1780667253,15093367,9381369.0,Yousu,656616487,Mutation,511119631.0,
26,26.0,26.0,,1780667253,15093367,5101672.0,Grexiy,888131673,Mutation,743457359.0,
27,27.0,27.0,,1780667253,15093367,6141179.0,Tasij,387177890,Mutation,548982522.0,
