,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,0.0,1780661070,87722719,,Gravoc,291171148,Best of Previous Generation,,
1,1.0,1.0,1.0,1780661070,87722719,,Ecez,805064712,Best of Previous Generation,,
2,2.0,2.0,2.0,1780661070,87722719,,Badad,511119631,Best of Previous Generation,,
3,3.0,3.0,3.0,1780661070,87722719,,Guqu,94330756,Best of Previous Generation,,
4,4.0,4.0,4.0,1780661070,87722719,,Evuh,580176233,Best of Previous Generation,,
5,5.0,5.0,5.0,1780661070,87722719,,Ecez,805064712,Best of Previous Generation,,
6,6.0,6.0,6.0,1780661070,87722719,,Uneap,356639933,Best of Previous Generation,,
7,7.0,7.0,7.0,1780661070,87722719,,Duyuh,709529870,Best of Previous Generation,,
8,8.0,8.0,8.0,1780661070,87722719,,Diojo,995400624,Best of Previous Generation,,
9,9.0,9.0,9.0,1780661070,87722719,,Ibah,193948832,Best of Previous Generation,,
10,10.0,10.0,10.0,1780661070,87722719,,Eyioq,739584081,Best of Previous Generation,,
11,11.0,11.0,11.0,1780661070,87722719,,Steye,608826293,Best of Previous Generation,,
12,12.0,12.0,12.0,1780661070,87722719,,Atead,584604557,Best of Previous Generation,,
13,13.0,13.0,13.0,1780661070,87722719,,Lokex,827355310,Best of Previous Generation,,
14,14.0,14.0,14.0,1780661070,87722719,,Badad,511119631,Best of Previous Generation,,
15,15.0,15.0,15.0,1780661070,87722719,,Ova,29292425,Best of Previous Generation,,
16,16.0,16.0,16.0,1780661070,87722719,,Badad,511119631,Best of Previous Generation,,
17,17.0,17.0,17.0,1780661070,87722719,,Ecez,805064712,Best of Previous Generation,,
18,18.0,18.0,18.0,1780661070,87722719,,Badad,511119631,Best of Previous Generation,,
19,19.0,19.0,19.0,1780661070,87722719,,Kum,743457359,Best of Previous Generation,,
20,20.0,20.0,20.0,1780661070,87722719,,Gow,995640518,Best of Previous Generation,,
21,21.0,21.0,21.0,1780661070,87722719,,Kuido,354376878,Best of Previous Generation,,
22,22.0,22.0,22.0,1780661070,87722719,,Badad,511119631,Best of Previous Generation,,
23,23.0,23.0,23.0,1780661070,87722719,,Kum,743457359,Best of Previous Generation,,
