Unnamed: 0,Game,Simulation Seed,Experiment Seed,SGDL Hash,Win,Move Count,Exhausted,Card Usage,Pile Usage,Timestamp
0,Ecez,4785399,841597326,805064712,False,192,True,0.1826923076923076,0.8260869565217391,1780664457
1,Ecez,3817366,841597326,805064712,False,282,True,0.5480769230769231,0.6956521739130435,1780664457
2,Ecez,6266908,841597326,805064712,False,192,True,0.3365384615384615,0.6521739130434783,1780664457
3,Ecez,5028805,841597326,805064712,False,262,True,0.4519230769230769,0.6956521739130435,1780664457
4,Ecez,4810500,841597326,805064712,False,247,True,0.6634615384615384,0.8695652173913043,1780664457
5,Ecez,1760521,841597326,805064712,False,186,True,0.3461538461538461,0.782608695652174,1780664457
6,Ecez,8771369,841597326,805064712,False,266,True,0.5673076923076923,0.8695652173913043,1780664457
7,Ecez,4902120,841597326,805064712,False,248,True,0.5192307692307693,0.8260869565217391,1780664457
8,Ecez,511260,841597326,805064712,False,235,True,0.3557692307692308,0.7391304347826086,1780664457
9,Ecez,5667769,841597326,805064712,False,226,True,0.5288461538461539,0.8260869565217391,1780664457
10,Ova,4785399,841597326,29292425,False,238,True,0.4615384615384615,0.9130434782608696,1780664660
11,Ova,3817366,841597326,29292425,False,236,True,0.6346153846153846,0.9130434782608696,1780664660
12,Ova,6266908,841597326,29292425,False,206,True,0.5576923076923077,0.782608695652174,1780664660
13,Ova,5028805,841597326,29292425,False,190,True,0.4615384615384615,0.782608695652174,1780664660
14,Ova,4810500,841597326,29292425,False,183,True,0.4134615384615384,0.8260869565217391,1780664660
15,Ova,1760521,841597326,29292425,False,179,True,0.6730769230769231,0.8260869565217391,1780664660
16,Ova,8771369,841597326,29292425,False,182,True,0.4326923076923077,0.8260869565217391,1780664660
17,Ova,4902120,841597326,29292425,False,201,True,0.0865384615384615,0.6086956521739131,1780664660
18,Ova,511260,841597326,29292425,False,153,True,0.2692307692307692,0.7391304347826086,1780664660
19,Ova,5667769,841597326,29292425,False,272,True,0.5192307692307693,0.7391304347826086,1780664660
20,Kuido,4785399,841597326,354376878,False,187,True,0.903846153846154,0.9130434782608696,1780664855
21,Kuido,3817366,841597326,354376878,True,194,False,0.9326923076923076,0.9130434782608696,1780664855
22,Kuido,6266908,841597326,354376878,False,217,True,0.903846153846154,0.9130434782608696,1780664855
23,Kuido,5028805,841597326,354376878,False,238,True,0.9134615384615384,0.9130434782608696,1780664855
24,Kuido,4810500,841597326,354376878,False,181,True,0.8653846153846154,0.9130434782608696,1780664855
25,Kuido,1760521,841597326,354376878,False,233,True,0.8846153846153846,0.9130434782608696,1780664855
26,Kuido,8771369,841597326,354376878,False,175,True,0.875,0.9130434782608696,1780664855
27,Kuido,4902120,841597326,354376878,True,166,False,0.9326923076923076,0.9130434782608696,1780664855
28,Kuido,511260,841597326,354376878,False,241,True,0.8846153846153846,0.9130434782608696,1780664855
29,Kuido,5667769,841597326,354376878,True,195,False,0.9423076923076924,0.9130434782608696,1780664855
30,Egag,4785399,841597326,965564037,True,129,False,0.6923076923076923,0.8260869565217391,1780664953
31,Egag,3817366,841597326,965564037,True,174,False,0.7692307692307693,0.9130434782608696,1780664953
32,Egag,6266908,841597326,965564037,True,164,False,0.875,0.9130434782608696,1780664953
33,Egag,5028805,841597326,965564037,True,199,False,0.9326923076923076,0.8695652173913043,1780664953
34,Egag,4810500,841597326,965564037,True,147,False,0.9423076923076924,0.8695652173913043,1780664953
35,Egag,1760521,841597326,965564037,True,199,False,0.8076923076923077,0.9130434782608696,1780664953
36,Egag,8771369,841597326,965564037,True,224,False,0.9134615384615384,0.9130434782608696,1780664953
37,Egag,4902120,841597326,965564037,True,197,False,0.8365384615384616,0.9130434782608696,1780664953
38,Egag,511260,841597326,965564037,True,163,False,0.8461538461538461,0.9130434782608696,1780664953
39,Egag,5667769,841597326,965564037,True,167,False,0.8653846153846154,0.9130434782608696,1780664953
40,Vov,4785399,841597326,837404584,False,1000,True,0.5384615384615384,1.0,1780665023
41,Vov,3817366,841597326,837404584,False,1000,True,0.5,0.625,1780665023
