,Game,Simulation Seed,Experiment Seed,SGDL Hash,Win,Move Count,Exhausted,Card Usage,Pile Usage,Timestamp
0,Badad,3013008,434794718,511119631,True,393,False,0.9326923076923077,0.8695652173913043,1780659192
1,Badad,4122905,434794718,511119631,False,970,True,0.9326923076923077,0.9130434782608695,1780659192
2,Badad,2644601,434794718,511119631,True,565,False,0.9711538461538461,0.8695652173913043,1780659192
3,Badad,769900,434794718,511119631,True,460,False,0.9423076923076923,0.9130434782608695,1780659192
4,Badad,7345902,434794718,511119631,True,476,False,0.9326923076923077,0.9130434782608695,1780659192
5,Badad,2086793,434794718,511119631,True,741,False,0.9711538461538461,0.9130434782608695,1780659192
6,Badad,9381272,434794718,511119631,True,332,False,0.9423076923076923,0.8695652173913043,1780659192
7,Badad,5129618,434794718,511119631,True,248,False,0.9326923076923077,0.8695652173913043,1780659192
8,Badad,3490657,434794718,511119631,True,187,False,0.9326923076923077,0.8695652173913043,1780659192
9,Badad,1532641,434794718,511119631,True,489,False,0.9423076923076923,0.8695652173913043,1780659192
10,Odoux,3013008,434794718,275568084,False,1000,True,0.16346153846153846,0.45454545454545453,1780659225
11,Odoux,4122905,434794718,275568084,False,1000,True,0.15384615384615385,0.5,1780659225
12,Odoux,2644601,434794718,275568084,False,1000,True,0.15384615384615385,0.45454545454545453,1780659225
13,Odoux,769900,434794718,275568084,False,1000,True,0.16346153846153846,0.5,1780659225
14,Odoux,7345902,434794718,275568084,False,1000,True,0.1346153846153846,0.3181818181818182,1780659225
15,Odoux,2086793,434794718,275568084,False,1000,True,0.125,0.3181818181818182,1780659225
16,Odoux,9381272,434794718,275568084,False,1000,True,0.1346153846153846,0.36363636363636365,1780659225
17,Odoux,5129618,434794718,275568084,False,1000,True,0.11538461538461539,0.22727272727272727,1780659225
18,Odoux,3490657,434794718,275568084,False,1000,True,0.14423076923076922,0.45454545454545453,1780659225
19,Odoux,1532641,434794718,275568084,False,1000,True,0.14423076923076922,0.36363636363636365,1780659225
20,Nuv,3013008,434794718,199098986,False,0,True,0.0,0.0,1780659228
21,Nuv,4122905,434794718,199098986,False,0,True,0.0,0.0,1780659228
22,Nuv,2644601,434794718,199098986,False,0,True,0.0,0.0,1780659228
23,Nuv,769900,434794718,199098986,False,0,True,0.0,0.0,1780659228
24,Nuv,7345902,434794718,199098986,False,0,True,0.0,0.0,1780659228
25,Nuv,2086793,434794718,199098986,False,0,True,0.0,0.0,1780659228
26,Nuv,9381272,434794718,199098986,False,0,True,0.0,0.0,1780659228
27,Nuv,5129618,434794718,199098986,False,0,True,0.0,0.0,1780659228
28,Nuv,3490657,434794718,199098986,False,0,True,0.0,0.0,1780659228
29,Nuv,1532641,434794718,199098986,False,0,True,0.0,0.0,1780659228
30,Ecez,3013008,434794718,805064712,False,383,True,0.5480769230769231,0.8695652173913043,1780659433
31,Ecez,4122905,434794718,805064712,False,381,True,0.5865384615384616,0.8695652173913043,1780659433
32,Ecez,2644601,434794718,805064712,False,301,True,0.19230769230769232,0.782608695652174,1780659433
33,Ecez,769900,434794718,805064712,False,386,True,0.5288461538461539,0.8695652173913043,1780659433
34,Ecez,7345902,434794718,805064712,False,261,True,0.19230769230769232,0.6956521739130435,1780659433
35,Ecez,2086793,434794718,805064712,False,482,True,0.7211538461538461,0.8695652173913043,1780659433
36,Ecez,9381272,434794718,805064712,False,307,True,0.2980769230769231,0.8695652173913043,1780659433
37,Ecez,5129618,434794718,805064712,False,336,True,0.22115384615384615,0.782608695652174,1780659433
38,Ecez,3490657,434794718,805064712,False,423,True,0.5865384615384616,0.8260869565217391,1780659433
39,Ecez,1532641,434794718,805064712,False,400,True,0.5961538461538461,0.8260869565217391,1780659433
40,Uneap,3013008,434794718,356639933,True,402,False,0.9326923076923077,0.8695652173913043,1780659463
41,Uneap,4122905,434794718,356639933,True,444,False,0.9326923076923077,0.9130434782608695,1780659463
42,Uneap,2644601,434794718,356639933,True,356,False,0.9326923076923077,0.8695652173913043,1780659463
43,Uneap,769900,434794718,356639933,True,726,False,0.9423076923076923,0.9130434782608695,1780659463
