,Game,Simulation Seed,Experiment Seed,SGDL Hash,Win,Move Count,Exhausted,Card Usage,Pile Usage,Timestamp
0,Api,2444976,955892128,850001456,False,0,True,0.0,0.0,1780654589
1,Api,4765312,955892128,850001456,False,0,True,0.0,0.0,1780654589
2,Api,881442,955892128,850001456,False,0,True,0.0,0.0,1780654589
3,Api,2027718,955892128,850001456,False,0,True,0.0,0.0,1780654589
4,Api,8651893,955892128,850001456,False,0,True,0.0,0.0,1780654589
5,Api,5999948,955892128,850001456,False,0,True,0.0,0.0,1780654589
6,Api,9884479,955892128,850001456,False,0,True,0.0,0.0,1780654589
7,Api,8118784,955892128,850001456,False,0,True,0.0,0.0,1780654589
8,Api,8305939,955892128,850001456,False,0,True,0.0,0.0,1780654589
9,Api,6844897,955892128,850001456,False,0,True,0.0,0.0,1780654589
10,Rogi,2444976,955892128,262274166,False,0,True,0.0,0.0,1780654590
11,Rogi,4765312,955892128,262274166,False,0,True,0.0,0.0,1780654590
12,Rogi,881442,955892128,262274166,False,0,True,0.0,0.0,1780654590
13,Rogi,2027718,955892128,262274166,False,0,True,0.0,0.0,1780654590
14,Rogi,8651893,955892128,262274166,False,0,True,0.0,0.0,1780654590
15,Rogi,5999948,955892128,262274166,False,0,True,0.0,0.0,1780654590
16,Rogi,9884479,955892128,262274166,False,0,True,0.0,0.0,1780654590
17,Rogi,8118784,955892128,262274166,False,0,True,0.0,0.0,1780654590
18,Rogi,8305939,955892128,262274166,False,0,True,0.0,0.0,1780654590
19,Rogi,6844897,955892128,262274166,False,0,True,0.0,0.0,1780654590
20,Efais,2444976,955892128,777662605,False,382,True,0.8076923076923077,0.9130434782608695,1780654792
21,Efais,4765312,955892128,777662605,False,222,True,0.28846153846153844,0.9130434782608695,1780654792
22,Efais,881442,955892128,777662605,False,236,True,0.19230769230769232,0.8260869565217391,1780654792
23,Efais,2027718,955892128,777662605,False,267,True,0.14423076923076922,0.8260869565217391,1780654792
24,Efais,8651893,955892128,777662605,False,339,True,0.8173076923076923,0.9130434782608695,1780654792
25,Efais,5999948,955892128,777662605,False,209,True,0.1346153846153846,0.8260869565217391,1780654792
