,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,0.0,1780665718,823416972,,Badad,511119631,Best of Previous Generation,,
1,1.0,1.0,1.0,1780665718,823416972,,Uneap,356639933,Best of Previous Generation,,
2,2.0,2.0,2.0,1780665718,823416972,,Atead,584604557,Best of Previous Generation,,
3,3.0,3.0,3.0,1780665718,823416972,,Badad,511119631,Best of Previous Generation,,
4,4.0,4.0,4.0,1780665718,823416972,,Kum,743457359,Best of Previous Generation,,
5,5.0,5.0,5.0,1780665718,823416972,,Beani,548982522,Best of Previous Generation,,
6,6.0,6.0,6.0,1780665718,823416972,,Gow,995640518,Best of Previous Generation,,
7,7.0,7.0,7.0,1780665718,823416972,,Guqu,94330756,Best of Previous Generation,,
8,8.0,8.0,8.0,1780665718,823416972,,Gow,995640518,Best of Previous Generation,,
9,9.0,9.0,9.0,1780665718,823416972,,Ibah,193948832,Best of Previous Generation,,
10,10.0,10.0,10.0,1780665718,823416972,,Oxu,327175713,Best of Previous Generation,,
11,11.0,11.0,11.0,1780665718,823416972,,Guqu,94330756,Best of Previous Generation,,
12,12.0,12.0,12.0,1780665718,823416972,,Frexok,698587001,Best of Previous Generation,,
13,13.0,13.0,13.0,1780665718,823416972,,Ibah,193948832,Best of Previous Generation,,
14,14.0,14.0,14.0,1780665718,823416972,,Ibah,193948832,Best of Previous Generation,,
15,15.0,15.0,15.0,1780665718,823416972,,Duyuh,709529870,Best of Previous Generation,,
16,16.0,16.0,16.0,1780665718,823416972,,Lokex,827355310,Best of Previous Generation,,
17,17.0,17.0,17.0,1780665718,823416972,,Fruiv,882324752,Best of Previous Generation,,
18,18.0,18.0,18.0,1780665718,823416972,,Rek,938625126,Best of Previous Generation,,
19,19.0,19.0,19.0,1780665718,823416972,,Trepu,853509209,Best of Previous Generation,,
20,20.0,20.0,20.0,1780665718,823416972,,Badad,511119631,Best of Previous Generation,,
21,21.0,21.0,21.0,1780665718,823416972,,Evuh,580176233,Best of Previous Generation,,
22,22.0,22.0,22.0,1780665718,823416972,,Kum,743457359,Best of Previous Generation,,
23,23.0,23.0,23.0,1780665718,823416972,,Badad,511119631,Best of Previous Generation,,
24,24.0,24.0,24.0,1780665718,823416972,,Cumax,671642546,Best of Previous Generation,,
25,25.0,25.0,,1780665720,356686197,8222125.0,Maik,118246991,Mutation,882324752.0,
26,26.0,26.0,,1780665720,356686197,8834374.0,Powa,986823344,Mutation,938625126.0,
27,27.0,27.0,,1780665720,356686197,8465713.0,Oyaek,786237920,Mutation,984684152.0,
28,28.0,28.0,,1780665720,356686197,340205.0,Vamo,385730147,Mutation,511119631.0,
29,29.0,29.0,,1780665720,356686197,7258087.0,Joumer,975260,Mutation,743457359.0,
30,30.0,30.0,,1780665720,356686197,2652593.0,Oraeq,718213608,Mutation,327175713.0,
31,31.0,31.0,,1780665720,356686197,3719313.0,Rema,125956545,Mutation,291171148.0,
32,32.0,32.0,,1780665720,356686197,8230022.0,Ari,810914575,Mutation,743457359.0,
33,33.0,33.0,,1780665720,356686197,5867199.0,Maemam,226181584,Mutation,743457359.0,
34,34.0,34.0,,1780665720,356686197,4306364.0,Ibah,193948832,Mutation,584604557.0,
35,35.0,35.0,,1780665720,356686197,5674938.0,Draem,859319050,Mutation,984684152.0,
36,36.0,36.0,,1780665720,356686197,7335325.0,Ame,379379738,Mutation,253729876.0,
37,37.0,37.0,,1780665720,356686197,2707312.0,Graimom,143301177,Mutation,827355310.0,
38,38.0,38.0,,1780665720,356686197,2494046.0,Eyot,806551531,Mutation,327175713.0,
39,39.0,39.0,,1780665720,356686197,3677701.0,Youx,918487519,Mutation,743457359.0,
40,40.0,40.0,,1780665720,356686197,5440562.0,Ofo,68286095,Mutation,702657934.0,
41,41.0,41.0,,1780665720,356686197,7285739.0,Ubu,160634594,Mutation,584604557.0,
42,42.0,42.0,,1780665720,356686197,992819.0,Anil,742618590,Mutation,853509209.0,
43,43.0,43.0,,1780665720,356686197,6113035.0,Diojo,995400624,Mutation,511119631.0,
44,44.0,44.0,,1780665720,356686197,8105402.0,Drouz,28669166,Mutation,193948832.0,
45,45.0,45.0,,1780665720,356686197,897009.0,Sago,209185936,Mutation,702657934.0,
46,46.0,46.0,,1780665720,356686197,4832864.0,Jocaz,880409033,Mutation,827355310.0,
47,47.0,47.0,,1780665720,356686197,8713887.0,Oxon,105141257,Mutation,94330756.0,
48,48.0,48.0,,1780665720,356686197,2748931.0,Bov,602384257,Mutation,882324752.0,
49,49.0,49.0,,1780665720,356686197,3814388.0,Baehiw,138336316,Mutation,743457359.0,
50,50.0,,,1780665725,328169568,164619126.0,Badad,511119631,Crossover,938625126.0,354376878.0
51,51.0,,,1780665725,328169568,505870761.0,Gravoc,291171148,Crossover,291171148.0,511119631.0
52,52.0,,,1780665725,328169568,502839432.0,Liqo,525276822,Crossover,511119631.0,995640518.0
53,53.0,,,1780665725,328169568,583594922.0,Frexok,698587001,Crossover,698587001.0,984684152.0
54,54.0,,,1780665725,328169568,270997653.0,Trepu,853509209,Crossover,853509209.0,511119631.0
55,55.0,,,1780665725,328169568,971202275.0,Badad,511119631,Crossover,511119631.0,739584081.0
56,56.0,,,1780665725,328169568,296289712.0,Badad,511119631,Crossover,511119631.0,827355310.0
57,57.0,,,1780665725,328169568,623130239.0,Kum,743457359,Crossover,743457359.0,94330756.0
