,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,1780706471,328364996,,Ilo,34505648,Best of Previous Generation,,
1,1.0,,1780706472,799013252,1220460.0,Gan,365855666,Mutation,34505648.0,
2,,,1780706474,180866883,751186703.0,Stiovab,5392492,Random,,
3,,,1780706474,180866883,137236524.0,Fraede,978043821,Random,,
4,,,1780706474,180866883,397815488.0,Loufu,410546992,Random,,
5,,,1780706474,180866883,419616806.0,Ovi,866878272,Random,,
6,,,1780706474,180866883,781630989.0,Nicix,158814295,Random,,
7,,,1780706474,180866883,95198070.0,Kouyo,841948245,Random,,
8,,,1780706474,180866883,513232559.0,Iqu,106071802,Random,,
9,,,1780706474,180866883,315886503.0,Pruigew,84167014,Random,,
10,,,1780706474,180866883,438324764.0,Jeamon,151591776,Random,,
11,,,1780706474,180866883,13378835.0,Egioy,127356307,Random,,
12,,,1780706474,180866883,855725166.0,Qaewep,528115953,Random,,
13,,,1780706474,180866883,686532094.0,Eza,946789173,Random,,
14,,,1780706474,180866883,343157049.0,Uyu,432360386,Random,,
15,,,1780706474,180866883,970931620.0,Ira,32063156,Random,,
16,,,1780706474,180866883,7924325.0,Zicoj,699587519,Random,,
17,,,1780706474,180866883,891879855.0,Agi,292621694,Random,,
18,,,1780706474,180866883,694283428.0,Uzaeq,681049240,Random,,
19,,,1780706474,180866883,728478931.0,Oqa,633949676,Random,,
20,,,1780706474,180866883,307197690.0,Epe,131706120,Random,,
21,,,1780706474,180866883,379083720.0,Ufi,392019130,Random,,
22,,,1780706474,180866883,240615982.0,Mucax,771034560,Random,,
23,,,1780706474,180866883,343527973.0,Sior,129863188,Random,,
24,,,1780706474,180866883,49490266.0,Osuib,439678848,Random,,
25,,,1780706474,180866883,802425493.0,Craw,50526416,Random,,
26,,,1780706474,180866883,227834117.0,Couxoc,782638766,Random,,
27,,,1780706474,180866883,987590857.0,Poyu,732064991,Random,,
28,,,1780706474,180866883,335483920.0,Eniq,752218632,Random,,
29,,,1780706474,180866883,302558763.0,Obu,706776673,Random,,
30,,,1780706474,180866883,210081030.0,Odin,622771758,Random,,
31,,,1780706474,180866883,588019442.0,Traiga,189719331,Random,,
