,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,0.0,1780718508,229354451,,Naew,860720630,Best of Previous Generation,,
1,1.0,1.0,1.0,1780718508,229354451,,Kotux,776251523,Best of Previous Generation,,
2,2.0,2.0,2.0,1780718508,229354451,,Laile,807153372,Best of Previous Generation,,
3,3.0,3.0,3.0,1780718508,229354451,,Daez,916826604,Best of Previous Generation,,
4,4.0,4.0,4.0,1780718508,229354451,,Xijel,136775528,Best of Previous Generation,,
5,5.0,5.0,5.0,1780718508,229354451,,Omeg,740285956,Best of Previous Generation,,
6,6.0,6.0,6.0,1780718508,229354451,,Omeg,740285956,Best of Previous Generation,,
7,7.0,7.0,7.0,1780718508,229354451,,Xijel,136775528,Best of Previous Generation,,
8,8.0,8.0,8.0,1780718508,229354451,,Brivo,694450260,Best of Previous Generation,,
9,9.0,9.0,9.0,1780718508,229354451,,Omeg,740285956,Best of Previous Generation,,
10,10.0,10.0,10.0,1780718508,229354451,,Ucoul,438036430,Best of Previous Generation,,
11,11.0,11.0,11.0,1780718508,229354451,,Eno,689698968,Best of Previous Generation,,
12,12.0,12.0,12.0,1780718508,229354451,,Kioy,991446294,Best of Previous Generation,,
13,13.0,13.0,13.0,1780718508,229354451,,Ocic,787031286,Best of Previous Generation,,
14,14.0,14.0,14.0,1780718508,229354451,,Emaiy,41616074,Best of Previous Generation,,
15,15.0,15.0,15.0,1780718508,229354451,,Ohi,540383372,Best of Previous Generation,,
16,16.0,16.0,16.0,1780718508,229354451,,Cuku,506391096,Best of Previous Generation,,
17,17.0,17.0,17.0,1780718508,229354451,,Ovo,969985964,Best of Previous Generation,,
18,18.0,18.0,18.0,1780718508,229354451,,Ilo,34505648,Best of Previous Generation,,
19,19.0,19.0,19.0,1780718508,229354451,,Olouv,442272192,Best of Previous Generation,,
20,20.0,20.0,20.0,1780718508,229354451,,Eno,689698968,Best of Previous Generation,,
21,21.0,21.0,21.0,1780718508,229354451,,Fioy,276735024,Best of Previous Generation,,
22,22.0,22.0,22.0,1780718508,229354451,,Xijel,136775528,Best of Previous Generation,,
23,23.0,23.0,23.0,1780718508,229354451,,Iru,374030339,Best of Previous Generation,,
24,24.0,24.0,24.0,1780718508,229354451,,Emaiy,41616074,Best of Previous Generation,,
25,25.0,25.0,25.0,1780718508,229354451,,Ilo,34505648,Best of Previous Generation,,
26,26.0,26.0,26.0,1780718508,229354451,,Zuiduv,57601726,Best of Previous Generation,,
27,27.0,27.0,27.0,1780718508,229354451,,Eno,689698968,Best of Previous Generation,,
28,28.0,28.0,28.0,1780718508,229354451,,Xidu,742471881,Best of Previous Generation,,
29,29.0,29.0,29.0,1780718508,229354451,,Uqa,902360645,Best of Previous Generation,,
30,30.0,30.0,,1780718511,87547093,4600487.0,Oqa,491597578,Mutation,991446294.0,
31,31.0,31.0,,1780718511,87547093,8327040.0,Agar,741100196,Mutation,67517002.0,
32,32.0,32.0,,1780718511,87547093,8110557.0,Uqe,273745991,Mutation,860720630.0,
33,33.0,33.0,,1780718511,87547093,9847021.0,Inax,376241119,Mutation,689698968.0,
34,34.0,34.0,,1780718511,87547093,1637510.0,Waivez,304828575,Mutation,776251523.0,
35,35.0,35.0,,1780718511,87547093,1721286.0,Eni,171891419,Mutation,807153372.0,
36,36.0,36.0,,1780718511,87547093,4877909.0,Deat,640563835,Mutation,812658494.0,
37,37.0,37.0,,1780718511,87547093,8283076.0,Yeaz,332200774,Mutation,57601726.0,
38,38.0,38.0,,1780718511,87547093,2818972.0,Ocic,787031286,Mutation,142148691.0,
39,39.0,39.0,,1780718511,87547093,1888809.0,Qaep,269316696,Mutation,740285956.0,
40,40.0,40.0,,1780718511,87547093,6287998.0,Efax,560390845,Mutation,34505648.0,
41,41.0,41.0,,1780718511,87547093,582403.0,Lije,206395399,Mutation,34505648.0,
42,42.0,42.0,,1780718511,87547093,2881181.0,Steajix,633113356,Mutation,689698968.0,
43,43.0,43.0,,1780718511,87547093,4499451.0,Awom,7354101,Mutation,57601726.0,
44,44.0,44.0,,1780718511,87547093,4485883.0,Jeacu,340619429,Mutation,34505648.0,
45,45.0,45.0,,1780718511,87547093,2413341.0,Leabe,958212328,Mutation,276735024.0,
46,46.0,46.0,,1780718511,87547093,6474970.0,Briofo,206947749,Mutation,941889993.0,
47,47.0,47.0,,1780718511,87547093,6775673.0,Yuf,278532016,Mutation,102238806.0,
48,48.0,48.0,,1780718511,87547093,6262675.0,Omut,966449932,Mutation,694450260.0,
49,49.0,49.0,,1780718511,87547093,8845656.0,Oxax,256929671,Mutation,442272192.0,
50,50.0,,,1780718513,580595147,920389679.0,Xijel,136775528,Crossover,136775528.0,136775528.0
51,51.0,,,1780718513,580595147,684412886.0,Ohi,540383372,Crossover,540383372.0,374030339.0
52,52.0,,,1780718513,580595147,112802597.0,Dido,99423096,Crossover,740285956.0,136775528.0
53,53.0,,,1780718513,580595147,397622806.0,Imi,956131749,Crossover,689698968.0,442272192.0
54,54.0,,,1780718513,580595147,704983768.0,Ucoul,438036430,Crossover,438036430.0,694450260.0
55,55.0,,,1780718513,580595147,808025036.0,Odar,142148691,Crossover,142148691.0,67517002.0
56,56.0,,,1780718513,580595147,639925681.0,Steahe,722063443,Crossover,991446294.0,438036430.0
57,57.0,,,1780718513,580595147,928130463.0,Emaiy,41616074,Crossover,41616074.0,807153372.0
58,58.0,,,1780718513,580595147,53708194.0,Groulo,941889993,Crossover,860720630.0,941889993.0
59,59.0,,,1780718513,580595147,374616685.0,Kejep,590960342,Crossover,812658494.0,624481278.0
60,60.0,,,1780718513,580595147,745595726.0,Omeg,740285956,Crossover,740285956.0,276735024.0
61,61.0,,,1780718513,580595147,25181386.0,Osal,951504433,Crossover,57601726.0,102238806.0
62,62.0,,,1780718513,580595147,254639027.0,Ilo,34505648,Crossover,34505648.0,916826604.0
63,63.0,,,1780718513,580595147,260176475.0,Emaiy,41616074,Crossover,41616074.0,776251523.0
64,64.0,,,1780718513,580595147,168024008.0,Taizuk,203069047,Crossover,34505648.0,787031286.0
65,65.0,,,1780718513,580595147,261209404.0,Tagec,75345447,Crossover,506391096.0,136775528.0
66,66.0,,,1780718513,580595147,457684162.0,Xidu,742471881,Crossover,742471881.0,34505648.0
67,67.0,,,1780718513,580595147,145095812.0,Ilo,34505648,Crossover,34505648.0,438036430.0
68,68.0,,,1780718513,580595147,805800705.0,Eno,689698968,Crossover,689698968.0,740285956.0
69,69.0,,,1780718513,580595147,14978977.0,Eno,689698968,Crossover,689698968.0,57601726.0
70,,,,1780718515,545156,335068591.0,Stubo,943221575,Random,,
71,,,,1780718515,545156,489701886.0,Stouk,614334818,Random,,
72,,,,1780718515,545156,62027753.0,Codid,300351251,Random,,
73,,,,1780718515,545156,311765406.0,Vaeke,417475217,Random,,
74,,,,1780718515,545156,394155140.0,Duizo,505254342,Random,,
75,,,,1780718515,545156,682962036.0,Zeasuy,116932405,Random,,
76,,,,1780718515,545156,249536106.0,Triodez,934993023,Random,,
77,,,,1780718515,545156,700596530.0,Daegit,225330417,Random,,
78,,,,1780718515,545156,920841942.0,Vuin,780281520,Random,,
79,,,,1780718515,545156,142374011.0,Fema,607558071,Random,,
80,,,,1780718515,545156,826165547.0,Ida,582103395,Random,,
81,,,,1780718515,545156,162386657.0,Dioza,770861426,Random,,
82,,,,1780718515,545156,210437676.0,Wix,89002698,Random,,
83,,,,1780718515,545156,824117970.0,Irour,58722827,Random,,
84,,,,1780718515,545156,9115960.0,Nev,973066226,Random,,
85,,,,1780718515,545156,782328595.0,Jaz,626552047,Random,,
86,,,,1780718515,545156,8973629.0,Qaeza,334740959,Random,,
87,,,,1780718515,545156,806469591.0,Vouvik,902266366,Random,,
88,,,,1780718515,545156,883485418.0,Xaeza,632784468,Random,,
89,,,,1780718515,545156,53763231.0,Saeqit,719852126,Random,,
90,,,,1780718515,545156,814647544.0,Creaf,240086316,Random,,
91,,,,1780718515,545156,228959757.0,Hezur,700580322,Random,,
92,,,,1780718515,545156,955239106.0,Aveap,861848822,Random,,
93,,,,1780718515,545156,847898777.0,Efe,810824278,Random,,
94,,,,1780718515,545156,109911355.0,Ahe,968415301,Random,,
95,,,,1780718515,545156,32737798.0,Aha,109108378,Random,,
96,,,,1780718515,545156,584652628.0,Okuih,110266047,Random,,
97,,,,1780718515,545156,547669527.0,Kecoh,32068174,Random,,
98,,,,1780718515,545156,18956008.0,Ofaig,44833715,Random,,
99,,,,1780718515,545156,348356891.0,Cral,717991049,Random,,
