,Unnamed: 0.1,Unnamed: 0,Timestamp,Experiment Seed,SGDL Seed,Name,SGDL Hash,Generation Method,Parent 1,Parent 2
0,0.0,0.0,1780704804,69653960,,Ilo,34505648,Best of Previous Generation,,
1,1.0,,1780704806,470891984,4214559.0,Fougad,506638320,Mutation,34505648.0,
2,,,1780704824,578171890,425451061.0,Ima,158029080,Random,,
3,,,1780704824,578171890,742905406.0,Baedad,785081515,Random,,
4,,,1780704824,578171890,168222733.0,Ace,792606977,Random,,
5,,,1780704824,578171890,364664153.0,Ovi,286462899,Random,,
6,,,1780704824,578171890,889923939.0,Drizub,412198109,Random,,
7,,,1780704824,578171890,725644834.0,Uzon,571106340,Random,,
8,,,1780704824,578171890,797949783.0,Prain,167183673,Random,,
9,,,1780704824,578171890,426086061.0,Eme,643443889,Random,,
10,,,1780704824,578171890,535764266.0,Friopof,944696794,Random,,
11,,,1780704824,578171890,974230040.0,Xape,952969857,Random,,
12,,,1780704824,578171890,24752289.0,Ugaek,428143017,Random,,
13,,,1780704824,578171890,612342670.0,Ubeaz,969471878,Random,,
14,,,1780704824,578171890,145133382.0,Xouvo,281985245,Random,,
15,,,1780704824,578171890,228623960.0,Adear,945224014,Random,,
16,,,1780704824,578171890,614488665.0,Zuifi,735721184,Random,,
17,,,1780704824,578171890,109088399.0,Iboug,689319591,Random,,
18,,,1780704824,578171890,559123685.0,Urean,609043648,Random,,
19,,,1780704824,578171890,150443151.0,Xoup,301514547,Random,,
20,,,1780704824,578171890,602385731.0,Trazip,238893124,Random,,
21,,,1780704824,578171890,917213096.0,Oqu,96224343,Random,,
22,,,1780704824,578171890,686294429.0,Draizix,995170164,Random,,
23,,,1780704824,578171890,26700869.0,Uzu,622455461,Random,,
24,,,1780704824,578171890,955333294.0,Greaq,289970032,Random,,
25,,,1780704824,578171890,369639617.0,Diokoc,14284505,Random,,
26,,,1780704824,578171890,459128236.0,Hir,67783821,Random,,
27,,,1780704824,578171890,971673105.0,Ewean,856201417,Random,,
28,,,1780704824,578171890,78883357.0,Omu,928970267,Random,,
29,,,1780704824,578171890,136239393.0,Egar,976075181,Random,,
30,,,1780704824,578171890,83631395.0,Azaek,298349351,Random,,
31,,,1780704824,578171890,136065110.0,Eqaev,79314900,Random,,
32,,,1780704824,578171890,998349944.0,Uyo,226780751,Random,,
33,,,1780704824,578171890,604693499.0,Omaif,32991407,Random,,
34,,,1780704824,578171890,212826089.0,Zeaf,582637838,Random,,
35,,,1780704824,578171890,848173864.0,Nati,155188098,Random,,
36,,,1780704824,578171890,688302201.0,Ovu,342329524,Random,,
37,,,1780704824,578171890,538439092.0,Guze,669990870,Random,,
38,,,1780704824,578171890,340896550.0,Eki,926677832,Random,,
39,,,1780704824,578171890,649824614.0,Xiovab,707905325,Random,,
40,,,1780704824,578171890,661121093.0,Uru,27462933,Random,,
41,,,1780704824,578171890,580390823.0,Iquit,571978422,Random,,
42,,,1780704824,578171890,965895509.0,Frulad,56403199,Random,,
43,,,1780704824,578171890,232124198.0,Efu,922602822,Random,,
44,,,1780704824,578171890,240817653.0,Weabow,609491444,Random,,
45,,,1780704824,578171890,451116569.0,Hoy,576498928,Random,,
46,,,1780704824,578171890,749533001.0,Kiq,762655099,Random,,
47,,,1780704824,578171890,800721831.0,Qomor,53746079,Random,,
48,,,1780704824,578171890,478647228.0,Waem,848435641,Random,,
49,,,1780704824,578171890,351159200.0,Croco,360443150,Random,,
50,,,1780704824,578171890,368199359.0,Wouk,456281635,Random,,
51,,,1780704824,578171890,496987244.0,Peag,458735417,Random,,
52,,,1780704824,578171890,709092583.0,Reluh,706568633,Random,,
53,,,1780704824,578171890,624112745.0,Ebiy,241083471,Random,,
54,,,1780704824,578171890,550596309.0,Uzu,600457856,Random,,
55,,,1780704824,578171890,101572628.0,Ave,647736944,Random,,
56,,,1780704824,578171890,519358652.0,Motad,497313911,Random,,
57,,,1780704824,578171890,719603886.0,Meafah,215904214,Random,,
58,,,1780704824,578171890,556585388.0,Qama,61264908,Random,,
59,,,1780704824,578171890,727709002.0,Traew,50241757,Random,,
60,,,1780704824,578171890,726763094.0,Ukah,425082293,Random,,
61,,,1780704824,578171890,900460170.0,Paev,938144351,Random,,
62,,,1780704824,578171890,385914312.0,Dioxet,657496227,Random,,
63,,,1780704824,578171890,783566135.0,Daw,773580276,Random,,
64,,,1780704824,578171890,842203335.0,Ehe,382356447,Random,,
65,,,1780704824,578171890,777276082.0,Croul,358021023,Random,,
66,,,1780704824,578171890,816745985.0,Laf,526484142,Random,,
67,,,1780704824,578171890,152261854.0,Alaiy,124886795,Random,,
68,,,1780704824,578171890,995582687.0,Uni,857647330,Random,,
69,,,1780704824,578171890,530582464.0,Ceanu,421567959,Random,,
70,,,1780704824,578171890,802239039.0,Diofin,986574434,Random,,
71,,,1780704824,578171890,36928219.0,Exo,414266370,Random,,
72,,,1780704824,578171890,867844908.0,Saeva,938231228,Random,,
73,,,1780704824,578171890,771053193.0,Gridi,949200682,Random,,
74,,,1780704824,578171890,278865333.0,Taxek,193661580,Random,,
75,,,1780704824,578171890,185175532.0,Jiok,23822858,Random,,
76,,,1780704824,578171890,267717960.0,Izo,629138163,Random,,
77,,,1780704824,578171890,218903510.0,Prufo,425589176,Random,,
78,,,1780704824,578171890,99106940.0,Searu,661820131,Random,,
79,,,1780704824,578171890,67043213.0,Epe,489879243,Random,,
80,,,1780704824,578171890,301336351.0,Ivuib,341131444,Random,,
81,,,1780704824,578171890,980058025.0,Xouq,406956097,Random,,
82,,,1780704824,578171890,508886820.0,Reahi,617524299,Random,,
83,,,1780704824,578171890,756970500.0,Ijuf,598467207,Random,,
84,,,1780704824,578171890,25945543.0,Cah,147501523,Random,,
85,,,1780704824,578171890,681020659.0,Hioqi,833786815,Random,,
86,,,1780704824,578171890,202675514.0,Cuivo,943725221,Random,,
87,,,1780704824,578171890,715351709.0,Fibin,814402836,Random,,
88,,,1780704824,578171890,873819779.0,Ifa,883854703,Random,,
89,,,1780704824,578171890,297371367.0,Couwag,634223756,Random,,
90,,,1780704824,578171890,296894262.0,Ubu,408385610,Random,,
91,,,1780704824,578171890,122608386.0,Wouji,539556720,Random,,
92,,,1780704824,578171890,793657334.0,Faijoq,316722842,Random,,
93,,,1780704824,578171890,527724660.0,Taec,844349752,Random,,
94,,,1780704824,578171890,652273692.0,Ekeah,330707389,Random,,
95,,,1780704824,578171890,65853791.0,Apuin,111413019,Random,,
96,,,1780704824,578171890,242666989.0,Qejuq,963484234,Random,,
97,,,1780704824,578171890,430127211.0,Grouc,805008678,Random,,
98,,,1780704824,578171890,962666482.0,Udom,874274000,Random,,
99,,,1780704824,578171890,43713703.0,Erouc,182906757,Random,,
100,,,1780704824,578171890,828628640.0,Ixaej,772176930,Random,,
101,,,1780704824,578171890,525424243.0,Ler,212543385,Random,,
