,Game,Simulation Seed,Experiment Seed,SGDL Hash,Win,Move Count,Exhausted,Card Usage,Pile Usage,Timestamp
0,Ufev,6781705,680288085,293703767,False,0,True,0.0,0.0,1780711366
1,Ufev,6419866,680288085,293703767,False,0,True,0.0,0.0,1780711366
2,Ufev,601870,680288085,293703767,False,0,True,0.0,0.0,1780711366
3,Ufev,9127019,680288085,293703767,False,0,True,0.0,0.0,1780711366
4,Ufev,8708861,680288085,293703767,False,0,True,0.0,0.0,1780711366
5,Ufev,7899698,680288085,293703767,False,0,True,0.0,0.0,1780711366
6,Ufev,1759444,680288085,293703767,False,0,True,0.0,0.0,1780711366
7,Ufev,5166921,680288085,293703767,False,0,True,0.0,0.0,1780711366
8,Ufev,5708077,680288085,293703767,False,0,True,0.0,0.0,1780711366
9,Ufev,2582830,680288085,293703767,False,0,True,0.0,0.0,1780711366
10,Emu,6781705,680288085,879650691,False,3,True,0.0,0.0,1780711367
11,Emu,6419866,680288085,879650691,False,3,True,0.0,0.0,1780711367
12,Emu,601870,680288085,879650691,False,3,True,0.0,0.0,1780711367
13,Emu,9127019,680288085,879650691,False,3,True,0.0,0.0,1780711367
14,Emu,8708861,680288085,879650691,False,3,True,0.0,0.0,1780711367
15,Emu,7899698,680288085,879650691,False,3,True,0.0,0.0,1780711367
16,Emu,1759444,680288085,879650691,False,3,True,0.0,0.0,1780711367
17,Emu,5166921,680288085,879650691,False,3,True,0.0,0.0,1780711367
18,Emu,5708077,680288085,879650691,False,3,True,0.0,0.0,1780711367
19,Emu,2582830,680288085,879650691,False,3,True,0.0,0.0,1780711367
20,Ere,6781705,680288085,738164546,False,53,True,0.0,0.0,1780711394
21,Ere,6419866,680288085,738164546,False,487,True,0.0,0.0,1780711394
22,Ere,601870,680288085,738164546,False,1000,True,0.04807692307692308,0.23809523809523808,1780711394
23,Ere,9127019,680288085,738164546,False,123,True,0.0,0.0,1780711394
24,Ere,8708861,680288085,738164546,False,1000,True,0.0673076923076923,0.2857142857142857,1780711394
25,Ere,7899698,680288085,738164546,False,295,True,0.0,0.0,1780711394
26,Ere,1759444,680288085,738164546,False,1000,True,0.0673076923076923,0.38095238095238093,1780711394
27,Ere,5166921,680288085,738164546,False,1000,True,0.057692307692307696,0.3333333333333333,1780711394
28,Ere,5708077,680288085,738164546,False,107,True,0.0,0.0,1780711394
29,Ere,2582830,680288085,738164546,False,1000,True,0.07692307692307693,0.3333333333333333,1780711394
30,Ruci,6781705,680288085,870295851,False,1000,True,0.09615384615384616,0.3333333333333333,1780711400
31,Ruci,6419866,680288085,870295851,False,23,True,0.0,0.0,1780711400
32,Ruci,601870,680288085,870295851,False,112,True,0.0,0.0,1780711400
33,Ruci,9127019,680288085,870295851,False,9,True,0.0,0.0,1780711400
34,Ruci,8708861,680288085,870295851,False,5,True,0.0,0.0,1780711400
35,Ruci,7899698,680288085,870295851,False,2,True,0.0,0.0,1780711400
36,Ruci,1759444,680288085,870295851,False,1000,True,0.11538461538461539,0.3333333333333333,1780711400
37,Ruci,5166921,680288085,870295851,False,23,True,0.0,0.0,1780711400
38,Ruci,5708077,680288085,870295851,False,1000,True,0.11538461538461539,0.3333333333333333,1780711400
39,Ruci,2582830,680288085,870295851,False,23,True,0.0,0.0,1780711400
40,Zuita,6781705,680288085,332446561,False,1000,True,0.34615384615384615,1.0,1780711410
41,Zuita,6419866,680288085,332446561,False,1000,True,0.2692307692307692,1.0,1780711410
42,Zuita,601870,680288085,332446561,False,1000,True,0.19230769230769232,1.0,1780711410
43,Zuita,9127019,680288085,332446561,False,1000,True,0.23076923076923078,1.0,1780711410
44,Zuita,8708861,680288085,332446561,False,1000,True,0.23076923076923078,1.0,1780711410
45,Zuita,7899698,680288085,332446561,False,1000,True,0.3076923076923077,1.0,1780711410
46,Zuita,1759444,680288085,332446561,False,1000,True,0.23076923076923078,1.0,1780711410
47,Zuita,5166921,680288085,332446561,False,1000,True,0.23076923076923078,1.0,1780711410
48,Zuita,5708077,680288085,332446561,False,302,True,0.0,0.0,1780711410
49,Zuita,2582830,680288085,332446561,False,169,True,0.0,0.0,1780711410
50,Acail,6781705,680288085,836168270,False,0,True,0.0,0.0,1780711414
51,Acail,6419866,680288085,836168270,False,0,True,0.0,0.0,1780711414
52,Acail,601870,680288085,836168270,False,0,True,0.0,0.0,1780711414
53,Acail,9127019,680288085,836168270,False,0,True,0.0,0.0,1780711414
54,Acail,8708861,680288085,836168270,False,0,True,0.0,0.0,1780711414
55,Acail,7899698,680288085,836168270,False,0,True,0.0,0.0,1780711414
56,Acail,1759444,680288085,836168270,False,0,True,0.0,0.0,1780711414
57,Acail,5166921,680288085,836168270,False,0,True,0.0,0.0,1780711414
58,Acail,5708077,680288085,836168270,False,0,True,0.0,0.0,1780711414
59,Acail,2582830,680288085,836168270,False,0,True,0.0,0.0,1780711414
60,Erox,6781705,680288085,976216842,False,31,True,0.0,0.0,1780711423
61,Erox,6419866,680288085,976216842,False,31,True,0.0,0.0,1780711423
62,Erox,601870,680288085,976216842,False,31,True,0.0,0.0,1780711423
63,Erox,9127019,680288085,976216842,False,31,True,0.0,0.0,1780711423
64,Erox,8708861,680288085,976216842,False,31,True,0.0,0.0,1780711423
65,Erox,7899698,680288085,976216842,False,31,True,0.0,0.0,1780711423
66,Erox,1759444,680288085,976216842,False,31,True,0.0,0.0,1780711423
67,Erox,5166921,680288085,976216842,False,31,True,0.0,0.0,1780711423
68,Erox,5708077,680288085,976216842,False,319,True,0.0,0.0,1780711423
69,Erox,2582830,680288085,976216842,False,31,True,0.0,0.0,1780711423
70,Laifuw,6781705,680288085,29256740,True,7,False,0.07692307692307693,0.3157894736842105,1780711520
71,Laifuw,6419866,680288085,29256740,False,1000,True,0.038461538461538464,0.15789473684210525,1780711520
72,Laifuw,601870,680288085,29256740,False,1000,True,0.04807692307692308,0.15789473684210525,1780711520
73,Laifuw,9127019,680288085,29256740,False,1000,True,0.038461538461538464,0.15789473684210525,1780711520
74,Laifuw,8708861,680288085,29256740,False,1000,True,0.019230769230769232,0.10526315789473684,1780711520
75,Laifuw,7899698,680288085,29256740,True,966,False,0.07692307692307693,0.21052631578947367,1780711520
76,Laifuw,1759444,680288085,29256740,False,1000,True,0.038461538461538464,0.15789473684210525,1780711520
77,Laifuw,5166921,680288085,29256740,False,1000,True,0.04807692307692308,0.10526315789473684,1780711520
78,Laifuw,5708077,680288085,29256740,False,1000,True,0.019230769230769232,0.10526315789473684,1780711520
79,Laifuw,2582830,680288085,29256740,True,32,False,0.08653846153846154,0.47368421052631576,1780711520
80,Osi,6781705,680288085,468105477,False,613,True,0.7884615384615384,0.8181818181818182,1780712127
81,Osi,6419866,680288085,468105477,False,635,True,0.7884615384615384,0.8181818181818182,1780712127
82,Osi,601870,680288085,468105477,False,651,True,0.7884615384615384,0.8181818181818182,1780712127
83,Osi,9127019,680288085,468105477,False,649,True,0.7884615384615384,0.8181818181818182,1780712127
84,Osi,8708861,680288085,468105477,False,649,True,0.7692307692307693,0.8181818181818182,1780712127
85,Osi,7899698,680288085,468105477,False,655,True,0.7884615384615384,0.8181818181818182,1780712127
86,Osi,1759444,680288085,468105477,False,661,True,0.7692307692307693,0.8181818181818182,1780712127
87,Osi,5166921,680288085,468105477,False,660,True,0.7692307692307693,0.8181818181818182,1780712127
88,Osi,5708077,680288085,468105477,False,701,True,0.7884615384615384,0.8181818181818182,1780712127
89,Osi,2582830,680288085,468105477,False,717,True,0.7884615384615384,0.8181818181818182,1780712127
90,Yuiyo,6781705,680288085,923360911,False,0,True,0.0,0.0,1780712130
91,Yuiyo,6419866,680288085,923360911,False,0,True,0.0,0.0,1780712130
92,Yuiyo,601870,680288085,923360911,False,0,True,0.0,0.0,1780712130
93,Yuiyo,9127019,680288085,923360911,False,0,True,0.0,0.0,1780712130
94,Yuiyo,8708861,680288085,923360911,False,0,True,0.0,0.0,1780712130
95,Yuiyo,7899698,680288085,923360911,False,0,True,0.0,0.0,1780712130
96,Yuiyo,1759444,680288085,923360911,False,0,True,0.0,0.0,1780712130
97,Yuiyo,5166921,680288085,923360911,False,0,True,0.0,0.0,1780712130
98,Yuiyo,5708077,680288085,923360911,False,0,True,0.0,0.0,1780712130
99,Yuiyo,2582830,680288085,923360911,False,0,True,0.0,0.0,1780712130
